#assembly	accession	start	stop	name	query	e-value	score	bias
GCF_000021705.1	NC_012752.1	18711	20393	lcl|ORF5_NC_012752.1:18711:20393	TIGR01865.1	0.001	14.2	0.1
GCF_000021705.1	NC_012751.1	974477	976159	lcl|ORF676_NC_012751.1:974477:976159	TIGR01865.1	0.001	14.2	0.1
GCF_000021705.1	NC_012751.1	1304600	1306282	lcl|ORF713_NC_012751.1:1304600:1306282	TIGR01865.1	0.001	14.2	0.1
GCF_000021705.1	NC_012751.1	853830	855512	lcl|ORF98_NC_012751.1:853830:855512	TIGR01865.1	0.001	14.2	0.1
GCF_000021705.1	NC_012751.1	982983	984665	lcl|ORF119_NC_012751.1:982983:984665	TIGR01865.1	0.001	14.2	0.1
GCF_000021885.1	NC_011852.1	1918973	1920085	lcl|ORF945_NC_011852.1:1918973:1920085	TIGR01865.1	1.8e-05	20.1	0.1
GCF_000021985.1	NC_011901.1	295544	295005	lcl|ORF4088_NC_011901.1:295544:295005	TIGR01865.1	0.0038	13.8	0.0
GCF_000023025.1	NC_012997.1	3540762	3540190	lcl|ORF3216_NC_012997.1:3540762:3540190	TIGR01865.1	0.0002	17.8	0.0
GCF_000023065.1	NC_012691.1	1749387	1750490	lcl|ORF262_NC_012691.1:1749387:1750490	TIGR01865.1	0.00051	16.1	0.1
GCF_000023065.1	NC_012691.1	3330897	3329239	lcl|ORF1595_NC_012691.1:3330897:3329239	TIGR01865.1	0.00096	15.1	0.0
GCF_000024725.1	NC_013960.1	372592	373968	lcl|ORF753_NC_013960.1:372592:373968	TIGR01865.1	2.6e-06	23.8	0.0
GCF_000024725.1	NC_013960.1	2975029	2975763	lcl|ORF1193_NC_013960.1:2975029:2975763	TIGR01865.1	3.5e-05	20.1	0.0
GCF_000024725.1	NC_013960.1	769743	771026	lcl|ORF133_NC_013960.1:769743:771026	TIGR01865.1	4.4e-05	19.8	0.0
GCF_000024725.1	NC_013960.1	1737929	1736646	lcl|ORF2381_NC_013960.1:1737929:1736646	TIGR01865.1	9.8e-05	18.6	0.0
GCF_000024725.1	NC_013960.1	1872787	1871504	lcl|ORF2931_NC_013960.1:1872787:1871504	TIGR01865.1	9.8e-05	18.6	0.0
GCF_000024725.1	NC_013960.1	1847800	1846517	lcl|ORF2937_NC_013960.1:1847800:1846517	TIGR01865.1	9.8e-05	18.6	0.0
GCF_000024725.1	NC_013960.1	2972482	2973051	lcl|ORF1191_NC_013960.1:2972482:2973051	TIGR01865.1	0.00029	17.1	0.0
GCF_000024725.1	NC_013960.1	1404343	1403060	lcl|ORF3002_NC_013960.1:1404343:1403060	TIGR01865.1	0.00039	16.6	0.0
GCF_000024725.1	NC_013960.1	927251	928534	lcl|ORF1521_NC_013960.1:927251:928534	TIGR01865.1	0.0083	12.2	0.0
GCF_000025485.1	NC_013851.1	755857	754373	lcl|ORF4706_NC_013851.1:755857:754373	TIGR01865.1	0.00022	17.9	0.0
GCF_000025485.1	NC_013851.1	3510183	3509578	lcl|ORF2433_NC_013851.1:3510183:3509578	TIGR01865.1	0.00028	17.5	0.0
GCF_000025485.1	NC_013851.1	1836049	1834565	lcl|ORF4468_NC_013851.1:1836049:1834565	TIGR01865.1	0.00063	16.4	0.6
GCF_000025485.1	NC_013851.1	1671051	1672535	lcl|ORF369_NC_013851.1:1671051:1672535	TIGR01865.1	0.00063	16.4	0.6
GCF_000025485.1	NC_013851.1	1208372	1209856	lcl|ORF1908_NC_013851.1:1208372:1209856	TIGR01865.1	0.001	15.7	0.3
GCF_000025485.1	NC_013852.1	26834	27991	lcl|ORF71_NC_013852.1:26834:27991	TIGR01865.1	0.017	11.6	0.0
GCF_000025485.1	NC_013851.1	2522468	2523988	lcl|ORF2206_NC_013851.1:2522468:2523988	TIGR01865.1	0.026	11.0	0.0
GCF_000025545.1	NC_013889.1	258720	259301	lcl|ORF71_NC_013889.1:258720:259301	TIGR01865.1	0.0008	15.9	0.0
GCF_000026085.1	NC_007481.1	2122319	2120487	lcl|ORF1516_NC_007481.1:2122319:2120487	TIGR01865.1	0.025	10.4	0.2
GCF_000026225.1	NC_011740.1	605655	606047	lcl|ORF109_NC_011740.1:605655:606047	TIGR01865.1	0.0016	14.8	0.4
GCF_000027065.2	NC_013282.2	558535	558023	lcl|ORF3202_NC_013282.2:558535:558023	TIGR01865.1	5.4e-05	19.9	0.0
GCF_000070605.1	NC_010688.1	1999673	1999017	lcl|ORF7028_NC_010688.1:1999673:1999017	TIGR01865.1	1.8e-05	22.1	0.0
GCF_000070605.1	NC_010688.1	1229798	1229442	lcl|ORF7236_NC_010688.1:1229798:1229442	TIGR01865.1	0.1	9.7	0.0
GCF_000072485.1	NC_010943.1	3399397	3400062	lcl|ORF2060_NC_010943.1:3399397:3400062	TIGR01865.1	6.7e-05	20.1	0.0
GCF_000091465.1	NC_011753.2	620472	619174	lcl|ORF2185_NC_011753.2:620472:619174	TIGR03031.1	0.00077	15.7	0.9
GCF_000143085.1	NC_014315.1	1217990	1218559	lcl|ORF1180_NC_014315.1:1217990:1218559	TIGR01865.1	3.5e-07	26.4	0.0
GCF_000143085.1	NC_014315.1	2069079	2070317	lcl|ORF291_NC_014315.1:2069079:2070317	TIGR01865.1	0.0061	12.3	0.0
GCF_000145865.1	NZ_GL385086.1	37388	38032	lcl|ORF63_NZ_GL385086.1:37388:38032	TIGR01865.1	0.067	10.1	0.1
GCF_000145885.1	NZ_GL385199.1	54298	54942	lcl|ORF49_NZ_GL385199.1:54298:54942	TIGR01865.1	0.067	10.1	0.1
GCF_000145925.1	NZ_GL385318.1	34321	34968	lcl|ORF39_NZ_GL385318.1:34321:34968	TIGR01865.1	0.013	12.5	0.0
GCF_000146005.2	NZ_CP031225.1	5420636	5421319	lcl|ORF3622_NZ_CP031225.1:5420636:5421319	TIGR01865.1	0.067	10.4	0.1
GCF_000146165.2	NC_004347.2	690903	692156	lcl|ORF105_NC_004347.2:690903:692156	TIGR01865.1	0.014	11.6	3.2
GCF_000147735.2	NC_017571.1	2571276	2572169	lcl|ORF393_NC_017571.1:2571276:2572169	TIGR01865.1	2.5e-06	24.0	0.2
GCF_000148405.1	NC_017562.1	2211006	2210446	lcl|ORF2022_NC_017562.1:2211006:2210446	TIGR01865.1	0.00018	17.1	0.0
GCF_000152765.1	NZ_CH724174.1	213103	214815	lcl|ORF94_NZ_CH724174.1:213103:214815	TIGR01865.1	0.016	11.5	0.4
GCF_000152885.1	NZ_CH672406.1	140960	139266	lcl|ORF152_NZ_CH672406.1:140960:139266	TIGR01865.1	0.023	10.2	0.0
GCF_000153005.1	NZ_CH902610.1	186484	188196	lcl|ORF72_NZ_CH902610.1:186484:188196	TIGR01865.1	0.02	11.0	0.1
GCF_000153125.2	NZ_CM002299.1	484353	483802	lcl|ORF3129_NZ_CM002299.1:484353:483802	TIGR01865.1	2.3e-05	21.1	0.0
GCF_000153185.1	NZ_CH724153.1	364369	365205	lcl|ORF179_NZ_CH724153.1:364369:365205	TIGR01865.1	0.021	11.2	0.1
GCF_000153205.1	NZ_CH672427.1	1848219	1847638	lcl|ORF3978_NZ_CH672427.1:1848219:1847638	TIGR01865.1	0.0025	14.2	0.0
GCF_000153245.1	NZ_CH959301.1	665074	663527	lcl|ORF805_NZ_CH959301.1:665074:663527	TIGR01865.1	1.8e-05	21.1	0.8
GCF_000153425.1	NZ_CH724135.1	187858	189570	lcl|ORF344_NZ_CH724135.1:187858:189570	TIGR01865.1	0.021	11.3	0.0
GCF_000153865.1	NZ_GG774580.1	123504	123124	lcl|ORF284_NZ_GG774580.1:123504:123124	TIGR01865.1	0.0011	15.0	0.3
GCF_000154145.1	NZ_DS264138.1	506573	505392	lcl|ORF270_NZ_DS264138.1:506573:505392	TIGR03031.1	9.2e-125	414.4	23.4
GCF_000154145.1	NZ_DS264138.1	504418	503717	lcl|ORF335_NZ_DS264138.1:504418:503717	TIGR03031.1	1.9e-96	320.7	16.7
GCF_000154145.1	NZ_DS264139.1	847	149	lcl|ORF118_NZ_DS264139.1:847:149	TIGR03031.1	1.2e-62	209.0	16.3
GCF_000154165.1	NZ_DS264118.1	250076	253447	lcl|ORF173_NZ_DS264118.1:250076:253447	TIGR03031.1	0	1329.8	59.8
GCF_000154185.1	NZ_DS264128.1	327439	332328	lcl|ORF191_NZ_DS264128.1:327439:332328	TIGR03031.1	0	1154.7	59.8
GCF_000154265.1	NZ_DS264589.1	392297	397186	lcl|ORF286_NZ_DS264589.1:392297:397186	TIGR03031.1	0	1153.9	59.7
GCF_000155535.1	NZ_DS990216.1	218316	221687	lcl|ORF45_NZ_DS990216.1:218316:221687	TIGR03031.1	0	1329.8	59.8
GCF_000155615.1	NZ_DS989915.1	3635759	3636319	lcl|ORF2314_NZ_DS989915.1:3635759:3636319	TIGR01865.1	0.0071	12.8	0.0
GCF_000155715.1	NZ_DS990600.1	106053	101860	lcl|ORF117_NZ_DS990600.1:106053:101860	TIGR03031.1	1.5e-134	447.3	8.8
GCF_000155755.1	NZ_DS989818.1	545736	550625	lcl|ORF108_NZ_DS989818.1:545736:550625	TIGR03031.1	0	1153.7	59.5
GCF_000156295.1	NZ_DS999234.1	81858	82409	lcl|ORF13_NZ_DS999234.1:81858:82409	TIGR01865.1	4.9e-05	19.8	0.0
GCF_000156415.1	NZ_DS995363.1	402355	407244	lcl|ORF176_NZ_DS995363.1:402355:407244	TIGR03031.1	0	1153.6	59.5
GCF_000158115.1	NZ_DS999332.1	29141	27453	lcl|ORF110_NZ_DS999332.1:29141:27453	TIGR01865.1	0.0079	12.3	0.3
GCF_000158115.1	NZ_DS999327.1	221886	220933	lcl|ORF142_NZ_DS999327.1:221886:220933	TIGR03031.1	0.0071	12.4	0.2
GCF_000158155.1	NZ_DS999406.1	788662	788111	lcl|ORF661_NZ_DS999406.1:788662:788111	TIGR01865.1	0.00011	18.7	0.0
GCF_000158175.1	NZ_DS999411.1	1192518	1191967	lcl|ORF2106_NZ_DS999411.1:1192518:1191967	TIGR01865.1	8e-08	28.7	0.0
GCF_000158575.1	NZ_DS999412.1	2066405	2065740	lcl|ORF5604_NZ_DS999412.1:2066405:2065740	TIGR01865.1	0.00025	18.2	0.0
GCF_000159795.2	NZ_GG699250.1	55624	56280	lcl|ORF44_NZ_GG699250.1:55624:56280	TIGR01865.1	1.9e-05	21.9	0.0
GCF_000162035.1	NZ_GG704952.1	206706	206050	lcl|ORF165_NZ_GG704952.1:206706:206050	TIGR01865.1	0.0029	13.6	1.1
GCF_000162055.1	NZ_GG704970.1	102608	103249	lcl|ORF37_NZ_GG704970.1:102608:103249	TIGR01865.1	9.1e-08	28.4	0.6
GCF_000162075.1	NZ_GG705017.1	17321	17956	lcl|ORF30_NZ_GG705017.1:17321:17956	TIGR01865.1	8.5e-08	28.4	0.4
GCF_000162075.1	NZ_GG705011.1	309976	309320	lcl|ORF1359_NZ_GG705011.1:309976:309320	TIGR01865.1	0.0028	13.4	0.8
GCF_000162095.1	NZ_GG705057.1	150185	151204	lcl|ORF139_NZ_GG705057.1:150185:151204	TIGR01865.1	1e-06	24.8	0.0
GCF_000163395.2	NZ_GL891924.1	112721	112254	lcl|ORF98_NZ_GL891924.1:112721:112254	TIGR01865.1	9.3e-06	21.8	0.2
GCF_000163395.2	NZ_GL891924.1	112721	112254	lcl|ORF98_NZ_GL891924.1:112721:112254	TIGR03031.1	0.0024	13.8	0.0
GCF_000163475.1	NZ_GG704813.1	17542	18144	lcl|ORF30_NZ_GG704813.1:17542:18144	TIGR01865.1	0.0014	13.8	1.1
GCF_000163955.1	NZ_GG739633.1	829543	830550	lcl|ORF535_NZ_GG739633.1:829543:830550	TIGR01865.1	0.014	11.5	0.5
GCF_000164015.3	NZ_CP008742.1	5499513	5500196	lcl|ORF1108_NZ_CP008742.1:5499513:5500196	TIGR01865.1	0.056	10.4	0.1
GCF_000164595.1	NZ_GG774362.1	49705	50097	lcl|ORF25_NZ_GG774362.1:49705:50097	TIGR01865.1	0.0042	13.6	0.4
GCF_000166835.1	NZ_AAAL02000005.1	27019	27633	lcl|ORF24_NZ_AAAL02000005.1:27019:27633	TIGR01865.1	0.00029	16.5	0.0
GCF_000166855.2	NZ_AAAM04000275.1	6056	6670	lcl|ORF6_NZ_AAAM04000275.1:6056:6670	TIGR01865.1	0.0003	16.5	0.0
GCF_000168315.3	NC_017267.2	1861718	1861029	lcl|ORF4443_NC_017267.2:1861718:1861029	TIGR01865.1	2.5e-05	21.6	0.0
GCF_000168775.2	NC_019551.1	1265659	1264478	lcl|ORF1001_NC_019551.1:1265659:1264478	TIGR03031.1	7.6e-125	414.7	23.0
GCF_000168775.2	NC_019551.1	1263504	1261045	lcl|ORF1293_NC_019551.1:1263504:1261045	TIGR03031.1	4.6e-123	408.8	17.0
GCF_000169055.1	NZ_AAVS01000041.1	15997	17535	lcl|ORF7_NZ_AAVS01000041.1:15997:17535	TIGR01865.1	3e-06	23.5	0.2
GCF_000169055.1	NZ_AAVS01000019.1	40531	38792	lcl|ORF69_NZ_AAVS01000019.1:40531:38792	TIGR01865.1	0.011	11.7	0.4
GCF_000169115.1	NZ_AAVV01000009.1	2911	2360	lcl|ORF106_NZ_AAVV01000009.1:2911:2360	TIGR01865.1	5.7e-06	22.4	0.0
GCF_000169375.1	NZ_AAXY01000002.1	158209	159552	lcl|ORF73_NZ_AAXY01000002.1:158209:159552	TIGR01865.1	0.0027	14.3	0.0
GCF_000169375.1	NZ_AAXY01000008.1	96745	98088	lcl|ORF36_NZ_AAXY01000008.1:96745:98088	TIGR01865.1	0.0031	14.1	0.0
GCF_000169995.1	NZ_AAZW01000062.1	16559	18271	lcl|ORF9_NZ_AAZW01000062.1:16559:18271	TIGR01865.1	0.023	11.1	0.2
GCF_000170195.2	NZ_ABAK02000001.1	4030989	4031912	lcl|ORF612_NZ_ABAK02000001.1:4030989:4031912	TIGR01865.1	6.2e-07	26.3	0.0
GCF_000170295.1	NZ_ABAZ01000232.1	17780	18961	lcl|ORF14_NZ_ABAZ01000232.1:17780:18961	TIGR03031.1	6.8e-125	414.7	23.0
GCF_000170295.1	NZ_ABAZ01000215.1	861	2450	lcl|ORF1_NZ_ABAZ01000215.1:861:2450	TIGR03031.1	9.3e-124	411.0	17.0
GCF_000170855.1	NZ_ABCQ01000003.1	120472	118748	lcl|ORF132_NZ_ABCQ01000003.1:120472:118748	TIGR01865.1	0.0056	13.0	0.1
GCF_000171275.1	NZ_ABEI01000013.1	84913	85836	lcl|ORF35_NZ_ABEI01000013.1:84913:85836	TIGR01865.1	5.7e-07	26.3	0.0
GCF_000171815.1	NZ_ABGR01000001.1	548772	549434	lcl|ORF73_NZ_ABGR01000001.1:548772:549434	TIGR01865.1	0.00072	15.7	0.0
GCF_000172075.1	NZ_ABIC01000004.1	58044	59411	lcl|ORF11_NZ_ABIC01000004.1:58044:59411	TIGR01865.1	2.8e-05	20.3	0.3
GCF_000172635.2	NC_018632.1	2063861	2063307	lcl|ORF3543_NC_018632.1:2063861:2063307	TIGR01865.1	1.4e-06	24.7	0.0
GCF_000172635.2	NC_018632.1	88370	87876	lcl|ORF3770_NC_018632.1:88370:87876	TIGR01865.1	9.8e-05	18.6	0.1
GCF_000172895.1	NZ_ABSM01000026.1	1916	861	lcl|ORF101_NZ_ABSM01000026.1:1916:861	TIGR01865.1	0.098	9.7	0.0
GCF_000174115.1	NZ_ACFQ01000003.1	23731	24138	lcl|ORF11_NZ_ACFQ01000003.1:23731:24138	TIGR01865.1	0.0091	12.0	0.0
GCF_000174235.1	NZ_ACHV01000002.1	117920	117504	lcl|ORF585_NZ_ACHV01000002.1:117920:117504	TIGR01865.1	4.2e-08	29.6	0.0
GCF_000175135.1	NZ_ACPX01000193.1	27186	27842	lcl|ORF11_NZ_ACPX01000193.1:27186:27842	TIGR01865.1	2e-05	21.9	0.0
GCF_000175155.1	NZ_ACPY01000246.1	55694	56350	lcl|ORF56_NZ_ACPY01000246.1:55694:56350	TIGR01865.1	2e-05	21.9	0.0
GCF_000175195.1	NZ_ACQL01000087.1	66293	69511	lcl|ORF37_NZ_ACQL01000087.1:66293:69511	TIGR01865.1	3.5e-240	796.6	3.7
GCF_000177455.1	NZ_ADFY01000194.1	4023	5078	lcl|ORF3_NZ_ADFY01000194.1:4023:5078	TIGR01865.1	0.098	9.7	0.0
GCF_000177475.1	NZ_ADFZ01000266.1	1943	888	lcl|ORF51_NZ_ADFZ01000266.1:1943:888	TIGR01865.1	0.098	9.7	0.0
GCF_000177495.1	NZ_ADGA01000051.1	10710	11078	lcl|ORF4_NZ_ADGA01000051.1:10710:11078	TIGR01865.1	8.1e-06	23.2	0.0
GCF_000177495.1	NZ_ADGA01000175.1	86522	87577	lcl|ORF44_NZ_ADGA01000175.1:86522:87577	TIGR01865.1	0.097	9.7	0.0
GCF_000177515.1	NZ_ADGB01000054.1	32233	30629	lcl|ORF23_NZ_ADGB01000054.1:32233:30629	TIGR01865.1	8.2e-07	26.4	0.2
GCF_000178595.1	NZ_ADOJ01000007.1	90316	93480	lcl|ORF23_NZ_ADOJ01000007.1:90316:93480	TIGR01865.1	2.4e-223	740.8	5.5
GCF_000178875.2	NC_016901.1	2727656	2726556	lcl|ORF3910_NC_016901.1:2727656:2726556	TIGR01865.1	3.3e-06	23.7	0.2
GCF_000179535.2	NZ_CM001435.1	2469675	2468782	lcl|ORF2356_NZ_CM001435.1:2469675:2468782	TIGR01865.1	2.5e-06	24.0	0.2
GCF_000182365.1	NZ_ACFN01000131.1	6691	7197	lcl|ORF11_NZ_ACFN01000131.1:6691:7197	TIGR01865.1	0.032	10.5	0.1
GCF_000184065.1	NC_014800.1	106976	108514	lcl|ORF230_NC_014800.1:106976:108514	TIGR01865.1	5.9e-06	22.5	0.5
GCF_000184065.1	NC_014803.1	713159	713893	lcl|ORF1067_NC_014803.1:713159:713893	TIGR01865.1	0.0044	13.0	0.9
GCF_000184065.1	NC_014803.1	713159	713893	lcl|ORF1067_NC_014803.1:713159:713893	TIGR03031.1	0.0046	12.9	0.0
GCF_000186585.1	NC_014965.1	1483147	1483884	lcl|ORF744_NC_014965.1:1483147:1483884	TIGR03031.1	0.0042	13.3	0.3
GCF_000187045.1	NZ_AEGG01000052.1	254804	255448	lcl|ORF252_NZ_AEGG01000052.1:254804:255448	TIGR01865.1	0.084	9.9	0.2
GCF_000187065.1	NZ_AEGH01000039.1	109575	108931	lcl|ORF330_NZ_AEGH01000039.1:109575:108931	TIGR01865.1	0.081	9.9	0.2
GCF_000188255.1	NZ_GL831080.1	1495910	1497112	lcl|ORF738_NZ_GL831080.1:1495910:1497112	TIGR01865.1	1.2e-98	328.4	3.9
GCF_000189255.1	NZ_AEVS01000108.1	17908	16199	lcl|ORF18_NZ_AEVS01000108.1:17908:16199	TIGR01865.1	0.00015	18.1	0.0
GCF_000190795.1	NZ_GL871752.1	19438	19046	lcl|ORF41_NZ_GL871752.1:19438:19046	TIGR01865.1	0.0012	15.4	0.4
GCF_000190995.1	NZ_GL872204.1	2856583	2856191	lcl|ORF3014_NZ_GL872204.1:2856583:2856191	TIGR01865.1	0.0047	13.5	0.6
GCF_000191405.1	NZ_GL872339.1	1040612	1037448	lcl|ORF1375_NZ_GL872339.1:1040612:1037448	TIGR01865.1	1.9e-228	757.6	6.9
GCF_000192025.1	NZ_AEQV01000034.1	70451	71107	lcl|ORF44_NZ_AEQV01000034.1:70451:71107	TIGR01865.1	2.6e-05	21.7	0.0
GCF_000192025.1	NZ_AEQV01000009.1	563	913	lcl|ORF3_NZ_AEQV01000009.1:563:913	TIGR01865.1	0.12	9.5	0.0
GCF_000192085.1	NZ_CM001151.1	2169804	2169412	lcl|ORF3695_NZ_CM001151.1:2169804:2169412	TIGR01865.1	0.0085	12.6	0.1
GCF_000192865.1	NC_015276.1	1913853	1913029	lcl|ORF3140_NC_015276.1:1913853:1913029	TIGR03031.1	0.036	10.2	0.0
GCF_000192905.1	NZ_AERC01000027.1	15865	15521	lcl|ORF13_NZ_AERC01000027.1:15865:15521	TIGR01865.1	0.013	10.4	0.1
GCF_000192945.1	NZ_AERF01000010.1	17019	16675	lcl|ORF5_NZ_AERF01000010.1:17019:16675	TIGR01865.1	0.013	10.4	0.1
GCF_000192985.1	NZ_AERH01000014.1	81390	81734	lcl|ORF16_NZ_AERH01000014.1:81390:81734	TIGR01865.1	0.014	10.4	0.1
GCF_000194685.1	NZ_AFAG02000007.1	909228	909608	lcl|ORF168_NZ_AFAG02000007.1:909228:909608	TIGR01865.1	0.0037	13.7	0.8
GCF_000195535.1	NC_017450.1	781483	786372	lcl|ORF407_NC_017450.1:781483:786372	TIGR03031.1	0	1149.3	60.3
GCF_000195555.1	NC_017449.1	1134467	1129527	lcl|ORF1563_NC_017449.1:1134467:1129527	TIGR03031.1	0	1055.0	61.5
GCF_000196255.1	NC_006370.1	759399	761111	lcl|ORF127_NC_006370.1:759399:761111	TIGR01865.1	0.015	11.9	0.0
GCF_000196475.1	NC_012962.1	471015	471563	lcl|ORF69_NC_012962.1:471015:471563	TIGR03031.1	0.024	10.7	0.1
GCF_000198515.1	NC_014366.1	4146412	4143335	lcl|ORF2362_NC_014366.1:4146412:4143335	TIGR01865.1	1.5e-87	292.7	3.6
GCF_000204115.1	NC_015424.1	2517332	2517988	lcl|ORF2323_NC_015424.1:2517332:2517988	TIGR01865.1	0.006	13.3	0.0
GCF_000208545.1	NZ_AEKA01000104.1	15460	15852	lcl|ORF17_NZ_AEKA01000104.1:15460:15852	TIGR01865.1	0.0046	13.5	0.6
GCF_000210895.1	NC_015964.1	1913334	1916492	lcl|ORF305_NC_015964.1:1913334:1916492	TIGR01865.1	1.1e-223	741.8	7.9
GCF_000211115.1	NZ_CAFM01000006.1	5176	9294	lcl|ORF3_NZ_CAFM01000006.1:5176:9294	TIGR03031.1	0	1158.5	30.0
GCF_000212335.1	NC_015497.1	4701477	4699963	lcl|ORF3494_NC_015497.1:4701477:4699963	TIGR01865.1	2.7e-06	24.0	1.2
GCF_000212335.1	NC_015497.1	261248	260673	lcl|ORF2736_NC_015497.1:261248:260673	TIGR01865.1	3.5e-05	20.3	0.0
GCF_000212655.2	NZ_ADOP01000060.1	14421	13321	lcl|ORF19_NZ_ADOP01000060.1:14421:13321	TIGR01865.1	1.2e-07	28.2	0.3
GCF_000212715.2	NC_017641.1	307754	308134	lcl|ORF1711_NC_017641.1:307754:308134	TIGR01865.1	0.0019	14.9	0.9
GCF_000212755.2	NZ_CP036251.1	955635	954946	lcl|ORF7299_NZ_CP036251.1:955635:954946	TIGR01865.1	2.5e-05	21.6	0.0
GCF_000212755.2	NZ_CP036251.1	2252705	2252118	lcl|ORF4506_NZ_CP036251.1:2252705:2252118	TIGR01865.1	0.0096	13.0	0.0
GCF_000212775.1	NZ_AFHL01000065.1	11119	11808	lcl|ORF7_NZ_AFHL01000065.1:11119:11808	TIGR01865.1	2.4e-05	21.6	0.0
GCF_000213655.1	NC_015554.1	2108049	2108609	lcl|ORF291_NC_015554.1:2108049:2108609	TIGR01865.1	2e-05	21.0	0.0
GCF_000213805.1	NC_015556.1	1550745	1550233	lcl|ORF4103_NC_015556.1:1550745:1550233	TIGR03031.1	0.015	12.1	0.7
GCF_000214135.1	NZ_AFIE01000001.1	219100	220125	lcl|ORF85_NZ_AFIE01000001.1:219100:220125	TIGR01865.1	3e-05	20.1	0.0
GCF_000214195.1	NC_015566.1	3018832	3018473	lcl|ORF5396_NC_015566.1:3018832:3018473	TIGR01865.1	7.6e-06	22.9	0.0
GCF_000214195.1	NC_015566.1	3018832	3018473	lcl|ORF5396_NC_015566.1:3018832:3018473	TIGR03031.1	0.014	12.0	0.0
GCF_000214235.1	NC_015567.1	3018707	3018348	lcl|ORF4408_NC_015567.1:3018707:3018348	TIGR01865.1	7.6e-06	22.9	0.0
GCF_000214235.1	NC_015567.1	3018707	3018348	lcl|ORF4408_NC_015567.1:3018707:3018348	TIGR03031.1	0.014	12.0	0.0
GCF_000214805.1	NC_017573.1	3018402	3018043	lcl|ORF5409_NC_017573.1:3018402:3018043	TIGR01865.1	7.6e-06	22.9	0.0
GCF_000214805.1	NC_017573.1	3018402	3018043	lcl|ORF5409_NC_017573.1:3018402:3018043	TIGR03031.1	0.014	12.0	0.0
GCF_000215895.1	NC_017579.1	2527899	2529077	lcl|ORF402_NC_017579.1:2527899:2529077	TIGR01865.1	3.8e-07	26.9	0.2
GCF_000217675.1	NC_015633.1	1848009	1848644	lcl|ORF319_NC_015633.1:1848009:1848644	TIGR03031.1	0.0039	13.1	0.0
GCF_000217915.1	NZ_AFOZ01000023.1	20560	19499	lcl|ORF69_NZ_AFOZ01000023.1:20560:19499	TIGR01865.1	7.5e-07	25.6	0.2
GCF_000219235.1	NZ_AFDJ01000083.1	72322	71762	lcl|ORF53_NZ_AFDJ01000083.1:72322:71762	TIGR01865.1	0.00018	17.1	0.0
GCF_000220505.1	NZ_AFPJ01000024.1	6562	6179	lcl|ORF186_NZ_AFPJ01000024.1:6562:6179	TIGR01865.1	0.00052	16.3	0.0
GCF_000221445.1	NZ_GL989117.1	112	471	lcl|ORF2_NZ_GL989117.1:112:471	TIGR01865.1	1.8e-08	30.9	0.1
GCF_000221465.1	NZ_GL989148.1	4604	3939	lcl|ORF10_NZ_GL989148.1:4604:3939	TIGR01865.1	1.4e-05	21.3	1.3
GCF_000221465.1	NZ_GL989148.1	4604	3939	lcl|ORF10_NZ_GL989148.1:4604:3939	TIGR03031.1	0.0021	14.0	0.0
GCF_000221965.1	NC_017271.1	2895185	2895841	lcl|ORF3178_NC_017271.1:2895185:2895841	TIGR01865.1	1.8e-05	22.0	0.0
GCF_000221965.1	NC_017271.1	3669189	3669539	lcl|ORF932_NC_017271.1:3669189:3669539	TIGR01865.1	0.018	12.0	0.0
GCF_000222125.1	NZ_AFFX01000002.1	23220	22252	lcl|ORF497_NZ_AFFX01000002.1:23220:22252	TIGR03031.1	0.013	12.1	0.0
GCF_000222625.1	NZ_AFWG01000006.1	6087	7799	lcl|ORF2_NZ_AFWG01000006.1:6087:7799	TIGR01865.1	0.027	10.7	0.2
GCF_000222665.1	NZ_AFWI01000124.1	52345	50654	lcl|ORF32_NZ_AFWI01000124.1:52345:50654	TIGR01865.1	0.0026	14.3	0.1
GCF_000222685.1	NZ_AFWJ01000150.1	473	889	lcl|ORF3_NZ_AFWJ01000150.1:473:889	TIGR03031.1	0.0022	14.6	0.0
GCF_000223885.1	NC_015947.1	3079726	3080391	lcl|ORF1958_NC_015947.1:3079726:3080391	TIGR01865.1	7.4e-05	19.9	0.0
GCF_000224005.2	NZ_CP007031.1	1353613	1354905	lcl|ORF1152_NZ_CP007031.1:1353613:1354905	TIGR01865.1	0.012	12.1	0.0
GCF_000223985.1	NZ_AFWV01000004.1	27061	27690	lcl|ORF87_NZ_AFWV01000004.1:27061:27690	TIGR01865.1	0.0057	13.8	0.0
GCF_000224065.1	NZ_AFWT01000016.1	122258	120744	lcl|ORF156_NZ_AFWT01000016.1:122258:120744	TIGR01865.1	0.0005	17.2	0.0
GCF_000224065.1	NZ_AFWT01000038.1	14214	14855	lcl|ORF3_NZ_AFWT01000038.1:14214:14855	TIGR01865.1	0.019	12.0	0.0
GCF_000224675.1	NC_015968.1	521009	521941	lcl|ORF1686_NC_015968.1:521009:521941	TIGR01865.1	2.4e-05	21.1	0.0
GCF_000224675.1	NC_015968.1	3445283	3445651	lcl|ORF2220_NC_015968.1:3445283:3445651	TIGR01865.1	0.039	10.5	0.7
GCF_000225005.1	NZ_AGBG01000049.1	3254	3793	lcl|ORF6_NZ_AGBG01000049.1:3254:3793	TIGR01865.1	0.0069	12.7	0.0
GCF_000225045.1	NZ_AFDR01000002.1	12399	12791	lcl|ORF4_NZ_AFDR01000002.1:12399:12791	TIGR01865.1	0.0043	13.5	0.6
